County,State,Count,Critical,High,Low,Medium,tooltip
Franklin County,Virginia,57,7,2,0,48,"County: Franklin County, Virginia<br>Total Accidents: 57<br>Critical: 7<br>High: 2<br>Medium: 48<br>Low: 0"
Frederick,Maryland,836,84,107,5,640,"County: Frederick, Maryland<br>Total Accidents: 836<br>Critical: 84<br>High: 107<br>Medium: 640<br>Low: 5"
Frederick,Virginia,207,28,23,0,156,"County: Frederick, Virginia<br>Total Accidents: 207<br>Critical: 28<br>High: 23<br>Medium: 156<br>Low: 0"
Fredericksburg,Virginia,77,5,16,0,56,"County: Fredericksburg, Virginia<br>Total Accidents: 77<br>Critical: 5<br>High: 16<br>Medium: 56<br>Low: 0"
Fredericksburg (City),Virginia,15,1,1,0,13,"County: Fredericksburg (City), Virginia<br>Total Accidents: 15<br>Critical: 1<br>High: 1<br>Medium: 13<br>Low: 0"
Freeborn,Minnesota,106,0,9,0,97,"County: Freeborn, Minnesota<br>Total Accidents: 106<br>Critical: 0<br>High: 9<br>Medium: 97<br>Low: 0"
Freestone,Texas,3,0,0,0,3,"County: Freestone, Texas<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Fremont,Colorado,42,7,5,0,30,"County: Fremont, Colorado<br>Total Accidents: 42<br>Critical: 7<br>High: 5<br>Medium: 30<br>Low: 0"
Fremont,Idaho,5,1,0,0,4,"County: Fremont, Idaho<br>Total Accidents: 5<br>Critical: 1<br>High: 0<br>Medium: 4<br>Low: 0"
Fremont,Iowa,21,0,11,0,10,"County: Fremont, Iowa<br>Total Accidents: 21<br>Critical: 0<br>High: 11<br>Medium: 10<br>Low: 0"
Fresno,California,2062,10,40,26,1986,"County: Fresno, California<br>Total Accidents: 2062<br>Critical: 10<br>High: 40<br>Medium: 1986<br>Low: 26"
Frio,Texas,3,0,1,0,2,"County: Frio, Texas<br>Total Accidents: 3<br>Critical: 0<br>High: 1<br>Medium: 2<br>Low: 0"
Fulton,Arkansas,3,0,0,0,3,"County: Fulton, Arkansas<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Fulton,Georgia,3588,142,1571,7,1868,"County: Fulton, Georgia<br>Total Accidents: 3588<br>Critical: 142<br>High: 1571<br>Medium: 1868<br>Low: 7"
Fulton,Indiana,2,1,0,0,1,"County: Fulton, Indiana<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Fulton,New York,3,1,0,0,2,"County: Fulton, New York<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Fulton,Ohio,17,4,2,1,10,"County: Fulton, Ohio<br>Total Accidents: 17<br>Critical: 4<br>High: 2<br>Medium: 10<br>Low: 1"
Fulton,Pennsylvania,59,6,9,0,44,"County: Fulton, Pennsylvania<br>Total Accidents: 59<br>Critical: 6<br>High: 9<br>Medium: 44<br>Low: 0"
Gadsden,Florida,165,2,34,0,129,"County: Gadsden, Florida<br>Total Accidents: 165<br>Critical: 2<br>High: 34<br>Medium: 129<br>Low: 0"
Gage,Nebraska,2,0,0,0,2,"County: Gage, Nebraska<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Gallatin,Illinois,1,1,0,0,0,"County: Gallatin, Illinois<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Gallatin,Kentucky,4,0,2,0,2,"County: Gallatin, Kentucky<br>Total Accidents: 4<br>Critical: 0<br>High: 2<br>Medium: 2<br>Low: 0"
Gallatin,Montana,254,3,1,0,250,"County: Gallatin, Montana<br>Total Accidents: 254<br>Critical: 3<br>High: 1<br>Medium: 250<br>Low: 0"
Gallia,Ohio,1,0,1,0,0,"County: Gallia, Ohio<br>Total Accidents: 1<br>Critical: 0<br>High: 1<br>Medium: 0<br>Low: 0"
Galveston,Texas,85,10,43,0,32,"County: Galveston, Texas<br>Total Accidents: 85<br>Critical: 10<br>High: 43<br>Medium: 32<br>Low: 0"
Garfield,Colorado,100,17,13,0,70,"County: Garfield, Colorado<br>Total Accidents: 100<br>Critical: 17<br>High: 13<br>Medium: 70<br>Low: 0"
Garfield,Montana,3,0,0,0,3,"County: Garfield, Montana<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Garfield,Utah,25,2,0,0,23,"County: Garfield, Utah<br>Total Accidents: 25<br>Critical: 2<br>High: 0<br>Medium: 23<br>Low: 0"
Garland,Arkansas,20,4,0,0,16,"County: Garland, Arkansas<br>Total Accidents: 20<br>Critical: 4<br>High: 0<br>Medium: 16<br>Low: 0"
Garrett,Maryland,29,6,7,0,16,"County: Garrett, Maryland<br>Total Accidents: 29<br>Critical: 6<br>High: 7<br>Medium: 16<br>Low: 0"
Garza,Texas,3,1,0,0,2,"County: Garza, Texas<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Gaston,North Carolina,128,7,39,0,82,"County: Gaston, North Carolina<br>Total Accidents: 128<br>Critical: 7<br>High: 39<br>Medium: 82<br>Low: 0"
Gates,North Carolina,3,3,0,0,0,"County: Gates, North Carolina<br>Total Accidents: 3<br>Critical: 3<br>High: 0<br>Medium: 0<br>Low: 0"
Geary,Kansas,2,1,0,0,1,"County: Geary, Kansas<br>Total Accidents: 2<br>Critical: 1<br>High: 0<br>Medium: 1<br>Low: 0"
Geauga,Ohio,38,3,0,1,34,"County: Geauga, Ohio<br>Total Accidents: 38<br>Critical: 3<br>High: 0<br>Medium: 34<br>Low: 1"
Gem,Idaho,3,0,0,0,3,"County: Gem, Idaho<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Genesee,Michigan,2637,23,307,16,2291,"County: Genesee, Michigan<br>Total Accidents: 2637<br>Critical: 23<br>High: 307<br>Medium: 2291<br>Low: 16"
Genesee,New York,130,1,29,0,100,"County: Genesee, New York<br>Total Accidents: 130<br>Critical: 1<br>High: 29<br>Medium: 100<br>Low: 0"
Geneva,Alabama,10,1,0,0,9,"County: Geneva, Alabama<br>Total Accidents: 10<br>Critical: 1<br>High: 0<br>Medium: 9<br>Low: 0"
Gentry,Missouri,1,1,0,0,0,"County: Gentry, Missouri<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
George,Mississippi,3,1,0,0,2,"County: George, Mississippi<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Georgetown,South Carolina,219,1,0,4,214,"County: Georgetown, South Carolina<br>Total Accidents: 219<br>Critical: 1<br>High: 0<br>Medium: 214<br>Low: 4"
Gibson,Indiana,8,2,0,0,6,"County: Gibson, Indiana<br>Total Accidents: 8<br>Critical: 2<br>High: 0<br>Medium: 6<br>Low: 0"
Gibson,Tennessee,1,0,0,0,1,"County: Gibson, Tennessee<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Gila,Arizona,86,8,6,0,72,"County: Gila, Arizona<br>Total Accidents: 86<br>Critical: 8<br>High: 6<br>Medium: 72<br>Low: 0"
Gilchrist,Florida,28,1,0,1,26,"County: Gilchrist, Florida<br>Total Accidents: 28<br>Critical: 1<br>High: 0<br>Medium: 26<br>Low: 1"
Giles,Tennessee,14,2,2,0,10,"County: Giles, Tennessee<br>Total Accidents: 14<br>Critical: 2<br>High: 2<br>Medium: 10<br>Low: 0"
Giles,Virginia,8,1,0,0,7,"County: Giles, Virginia<br>Total Accidents: 8<br>Critical: 1<br>High: 0<br>Medium: 7<br>Low: 0"
Gillespie,Texas,4,1,0,0,3,"County: Gillespie, Texas<br>Total Accidents: 4<br>Critical: 1<br>High: 0<br>Medium: 3<br>Low: 0"
Gilliam,Oregon,81,1,3,0,77,"County: Gilliam, Oregon<br>Total Accidents: 81<br>Critical: 1<br>High: 3<br>Medium: 77<br>Low: 0"
Gilmer,Georgia,15,8,1,0,6,"County: Gilmer, Georgia<br>Total Accidents: 15<br>Critical: 8<br>High: 1<br>Medium: 6<br>Low: 0"
Gilpin,Colorado,10,4,0,0,6,"County: Gilpin, Colorado<br>Total Accidents: 10<br>Critical: 4<br>High: 0<br>Medium: 6<br>Low: 0"
Glacier,Montana,7,1,0,0,6,"County: Glacier, Montana<br>Total Accidents: 7<br>Critical: 1<br>High: 0<br>Medium: 6<br>Low: 0"
Glades,Florida,7,0,0,0,7,"County: Glades, Florida<br>Total Accidents: 7<br>Critical: 0<br>High: 0<br>Medium: 7<br>Low: 0"
Gladwin,Michigan,1,1,0,0,0,"County: Gladwin, Michigan<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Glasscock,Texas,1,1,0,0,0,"County: Glasscock, Texas<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Glenn,California,98,0,6,0,92,"County: Glenn, California<br>Total Accidents: 98<br>Critical: 0<br>High: 6<br>Medium: 92<br>Low: 0"
Gloucester,New Jersey,315,14,26,0,275,"County: Gloucester, New Jersey<br>Total Accidents: 315<br>Critical: 14<br>High: 26<br>Medium: 275<br>Low: 0"
Gloucester,Virginia,86,8,0,1,77,"County: Gloucester, Virginia<br>Total Accidents: 86<br>Critical: 8<br>High: 0<br>Medium: 77<br>Low: 1"
Glynn,Georgia,36,2,10,0,24,"County: Glynn, Georgia<br>Total Accidents: 36<br>Critical: 2<br>High: 10<br>Medium: 24<br>Low: 0"
Golden Valley,Montana,7,2,0,0,5,"County: Golden Valley, Montana<br>Total Accidents: 7<br>Critical: 2<br>High: 0<br>Medium: 5<br>Low: 0"
Golden Valley,North Dakota,4,0,0,0,4,"County: Golden Valley, North Dakota<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Goliad,Texas,1,0,0,0,1,"County: Goliad, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Gonzales,Texas,3,1,0,0,2,"County: Gonzales, Texas<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Goochland,Virginia,94,6,9,5,74,"County: Goochland, Virginia<br>Total Accidents: 94<br>Critical: 6<br>High: 9<br>Medium: 74<br>Low: 5"
Goodhue,Minnesota,119,2,1,0,116,"County: Goodhue, Minnesota<br>Total Accidents: 119<br>Critical: 2<br>High: 1<br>Medium: 116<br>Low: 0"
Gooding,Idaho,2,0,0,0,2,"County: Gooding, Idaho<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Gordon,Georgia,36,6,13,0,17,"County: Gordon, Georgia<br>Total Accidents: 36<br>Critical: 6<br>High: 13<br>Medium: 17<br>Low: 0"
Goshen,Wyoming,3,1,0,0,2,"County: Goshen, Wyoming<br>Total Accidents: 3<br>Critical: 1<br>High: 0<br>Medium: 2<br>Low: 0"
Grady,Georgia,3,2,0,0,1,"County: Grady, Georgia<br>Total Accidents: 3<br>Critical: 2<br>High: 0<br>Medium: 1<br>Low: 0"
Grady,Oklahoma,4,2,1,0,1,"County: Grady, Oklahoma<br>Total Accidents: 4<br>Critical: 2<br>High: 1<br>Medium: 1<br>Low: 0"
Grafton,New Hampshire,36,1,15,0,20,"County: Grafton, New Hampshire<br>Total Accidents: 36<br>Critical: 1<br>High: 15<br>Medium: 20<br>Low: 0"
Graham,Arizona,8,0,0,0,8,"County: Graham, Arizona<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Graham,North Carolina,2,0,0,0,2,"County: Graham, North Carolina<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Grainger,Tennessee,4,2,0,0,2,"County: Grainger, Tennessee<br>Total Accidents: 4<br>Critical: 2<br>High: 0<br>Medium: 2<br>Low: 0"
Grand,Colorado,14,2,2,0,10,"County: Grand, Colorado<br>Total Accidents: 14<br>Critical: 2<br>High: 2<br>Medium: 10<br>Low: 0"
Grand,Utah,54,1,4,0,49,"County: Grand, Utah<br>Total Accidents: 54<br>Critical: 1<br>High: 4<br>Medium: 49<br>Low: 0"
Grand Forks,North Dakota,12,1,0,0,11,"County: Grand Forks, North Dakota<br>Total Accidents: 12<br>Critical: 1<br>High: 0<br>Medium: 11<br>Low: 0"
Grand Isle,Vermont,1,0,0,0,1,"County: Grand Isle, Vermont<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Grand Traverse,Michigan,5,1,0,0,4,"County: Grand Traverse, Michigan<br>Total Accidents: 5<br>Critical: 1<br>High: 0<br>Medium: 4<br>Low: 0"
Granite,Montana,72,0,0,0,72,"County: Granite, Montana<br>Total Accidents: 72<br>Critical: 0<br>High: 0<br>Medium: 72<br>Low: 0"
Grant,Arkansas,7,3,1,0,3,"County: Grant, Arkansas<br>Total Accidents: 7<br>Critical: 3<br>High: 1<br>Medium: 3<br>Low: 0"
Grant,Indiana,16,2,3,0,11,"County: Grant, Indiana<br>Total Accidents: 16<br>Critical: 2<br>High: 3<br>Medium: 11<br>Low: 0"
Grant,Kentucky,4,0,1,0,3,"County: Grant, Kentucky<br>Total Accidents: 4<br>Critical: 0<br>High: 1<br>Medium: 3<br>Low: 0"
Grant,Minnesota,32,0,0,0,32,"County: Grant, Minnesota<br>Total Accidents: 32<br>Critical: 0<br>High: 0<br>Medium: 32<br>Low: 0"
Grant,New Mexico,3,0,2,0,1,"County: Grant, New Mexico<br>Total Accidents: 3<br>Critical: 0<br>High: 2<br>Medium: 1<br>Low: 0"
Grant,North Dakota,2,0,0,0,2,"County: Grant, North Dakota<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Grant,Oregon,91,0,0,0,91,"County: Grant, Oregon<br>Total Accidents: 91<br>Critical: 0<br>High: 0<br>Medium: 91<br>Low: 0"
Grant,Washington,7,2,4,0,1,"County: Grant, Washington<br>Total Accidents: 7<br>Critical: 2<br>High: 4<br>Medium: 1<br>Low: 0"
Grant,Wisconsin,3,3,0,0,0,"County: Grant, Wisconsin<br>Total Accidents: 3<br>Critical: 3<br>High: 0<br>Medium: 0<br>Low: 0"
Granville,North Carolina,38,7,6,0,25,"County: Granville, North Carolina<br>Total Accidents: 38<br>Critical: 7<br>High: 6<br>Medium: 25<br>Low: 0"
Gratiot,Michigan,8,2,0,0,6,"County: Gratiot, Michigan<br>Total Accidents: 8<br>Critical: 2<br>High: 0<br>Medium: 6<br>Low: 0"
Gray,Kansas,1,0,0,0,1,"County: Gray, Kansas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Gray,Texas,1,1,0,0,0,"County: Gray, Texas<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Grays Harbor,Washington,53,3,1,0,49,"County: Grays Harbor, Washington<br>Total Accidents: 53<br>Critical: 3<br>High: 1<br>Medium: 49<br>Low: 0"
Grayson,Texas,8,0,0,0,8,"County: Grayson, Texas<br>Total Accidents: 8<br>Critical: 0<br>High: 0<br>Medium: 8<br>Low: 0"
Grayson,Virginia,7,1,0,0,6,"County: Grayson, Virginia<br>Total Accidents: 7<br>Critical: 1<br>High: 0<br>Medium: 6<br>Low: 0"
Greater Bridgeport,Connecticut,42,1,3,0,38,"County: Greater Bridgeport, Connecticut<br>Total Accidents: 42<br>Critical: 1<br>High: 3<br>Medium: 38<br>Low: 0"
Green,Wisconsin,3,2,0,0,1,"County: Green, Wisconsin<br>Total Accidents: 3<br>Critical: 2<br>High: 0<br>Medium: 1<br>Low: 0"
Green Lake,Wisconsin,2,2,0,0,0,"County: Green Lake, Wisconsin<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
Greenbrier,West Virginia,12,0,3,0,9,"County: Greenbrier, West Virginia<br>Total Accidents: 12<br>Critical: 0<br>High: 3<br>Medium: 9<br>Low: 0"
Greene,Alabama,30,2,10,0,18,"County: Greene, Alabama<br>Total Accidents: 30<br>Critical: 2<br>High: 10<br>Medium: 18<br>Low: 0"
Greene,Arkansas,5,1,0,0,4,"County: Greene, Arkansas<br>Total Accidents: 5<br>Critical: 1<br>High: 0<br>Medium: 4<br>Low: 0"
Greene,Georgia,24,5,11,0,8,"County: Greene, Georgia<br>Total Accidents: 24<br>Critical: 5<br>High: 11<br>Medium: 8<br>Low: 0"
Greene,Indiana,4,1,1,0,2,"County: Greene, Indiana<br>Total Accidents: 4<br>Critical: 1<br>High: 1<br>Medium: 2<br>Low: 0"
Greene,Iowa,1,0,0,0,1,"County: Greene, Iowa<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Greene,Mississippi,1,0,0,0,1,"County: Greene, Mississippi<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Greene,Missouri,596,8,16,1,571,"County: Greene, Missouri<br>Total Accidents: 596<br>Critical: 8<br>High: 16<br>Medium: 571<br>Low: 1"
Greene,New York,111,11,24,0,76,"County: Greene, New York<br>Total Accidents: 111<br>Critical: 11<br>High: 24<br>Medium: 76<br>Low: 0"
Greene,North Carolina,10,2,0,0,8,"County: Greene, North Carolina<br>Total Accidents: 10<br>Critical: 2<br>High: 0<br>Medium: 8<br>Low: 0"
Greene,Ohio,79,6,14,1,58,"County: Greene, Ohio<br>Total Accidents: 79<br>Critical: 6<br>High: 14<br>Medium: 58<br>Low: 1"
Greene,Pennsylvania,21,6,3,0,12,"County: Greene, Pennsylvania<br>Total Accidents: 21<br>Critical: 6<br>High: 3<br>Medium: 12<br>Low: 0"
Greene,Tennessee,25,3,4,0,18,"County: Greene, Tennessee<br>Total Accidents: 25<br>Critical: 3<br>High: 4<br>Medium: 18<br>Low: 0"
Greene,Virginia,32,7,2,0,23,"County: Greene, Virginia<br>Total Accidents: 32<br>Critical: 7<br>High: 2<br>Medium: 23<br>Low: 0"
Greenlee,Arizona,7,0,1,0,6,"County: Greenlee, Arizona<br>Total Accidents: 7<br>Critical: 0<br>High: 1<br>Medium: 6<br>Low: 0"
Greensville,Virginia,34,3,13,0,18,"County: Greensville, Virginia<br>Total Accidents: 34<br>Critical: 3<br>High: 13<br>Medium: 18<br>Low: 0"
Greenup,Kentucky,1,0,0,1,0,"County: Greenup, Kentucky<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 0<br>Low: 1"
Greenville,South Carolina,3708,14,328,107,3259,"County: Greenville, South Carolina<br>Total Accidents: 3708<br>Critical: 14<br>High: 328<br>Medium: 3259<br>Low: 107"
Greenwood,Kansas,1,1,0,0,0,"County: Greenwood, Kansas<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Greenwood,South Carolina,269,0,1,5,263,"County: Greenwood, South Carolina<br>Total Accidents: 269<br>Critical: 0<br>High: 1<br>Medium: 263<br>Low: 5"
Gregg,Texas,15,1,2,0,12,"County: Gregg, Texas<br>Total Accidents: 15<br>Critical: 1<br>High: 2<br>Medium: 12<br>Low: 0"
Grenada,Mississippi,2,1,1,0,0,"County: Grenada, Mississippi<br>Total Accidents: 2<br>Critical: 1<br>High: 1<br>Medium: 0<br>Low: 0"
Griggs,North Dakota,1,0,0,0,1,"County: Griggs, North Dakota<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Grimes,Texas,3,0,1,0,2,"County: Grimes, Texas<br>Total Accidents: 3<br>Critical: 0<br>High: 1<br>Medium: 2<br>Low: 0"
Grundy,Illinois,35,2,25,0,8,"County: Grundy, Illinois<br>Total Accidents: 35<br>Critical: 2<br>High: 25<br>Medium: 8<br>Low: 0"
Grundy,Iowa,4,0,1,0,3,"County: Grundy, Iowa<br>Total Accidents: 4<br>Critical: 0<br>High: 1<br>Medium: 3<br>Low: 0"
Grundy,Tennessee,14,1,0,0,13,"County: Grundy, Tennessee<br>Total Accidents: 14<br>Critical: 1<br>High: 0<br>Medium: 13<br>Low: 0"
Guadalupe,New Mexico,14,3,2,0,9,"County: Guadalupe, New Mexico<br>Total Accidents: 14<br>Critical: 3<br>High: 2<br>Medium: 9<br>Low: 0"
Guadalupe,Texas,28,1,17,0,10,"County: Guadalupe, Texas<br>Total Accidents: 28<br>Critical: 1<br>High: 17<br>Medium: 10<br>Low: 0"
Guernsey,Ohio,11,1,5,0,5,"County: Guernsey, Ohio<br>Total Accidents: 11<br>Critical: 1<br>High: 5<br>Medium: 5<br>Low: 0"
Guilford,North Carolina,413,15,68,2,328,"County: Guilford, North Carolina<br>Total Accidents: 413<br>Critical: 15<br>High: 68<br>Medium: 328<br>Low: 2"
Gulf,Florida,7,0,0,0,7,"County: Gulf, Florida<br>Total Accidents: 7<br>Critical: 0<br>High: 0<br>Medium: 7<br>Low: 0"
Gunnison,Colorado,17,4,0,0,13,"County: Gunnison, Colorado<br>Total Accidents: 17<br>Critical: 4<br>High: 0<br>Medium: 13<br>Low: 0"
Guthrie,Iowa,1,0,0,0,1,"County: Guthrie, Iowa<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Gwinnett,Georgia,563,25,226,2,310,"County: Gwinnett, Georgia<br>Total Accidents: 563<br>Critical: 25<br>High: 226<br>Medium: 310<br>Low: 2"
Habersham,Georgia,19,6,1,0,12,"County: Habersham, Georgia<br>Total Accidents: 19<br>Critical: 6<br>High: 1<br>Medium: 12<br>Low: 0"
Hale,Alabama,4,0,0,0,4,"County: Hale, Alabama<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Halifax,North Carolina,41,7,5,1,28,"County: Halifax, North Carolina<br>Total Accidents: 41<br>Critical: 7<br>High: 5<br>Medium: 28<br>Low: 1"
Halifax,Virginia,29,4,1,0,24,"County: Halifax, Virginia<br>Total Accidents: 29<br>Critical: 4<br>High: 1<br>Medium: 24<br>Low: 0"
Hall,Georgia,78,12,24,0,42,"County: Hall, Georgia<br>Total Accidents: 78<br>Critical: 12<br>High: 24<br>Medium: 42<br>Low: 0"
Hall,Nebraska,2,0,1,0,1,"County: Hall, Nebraska<br>Total Accidents: 2<br>Critical: 0<br>High: 1<br>Medium: 1<br>Low: 0"
Hall,Texas,1,0,0,0,1,"County: Hall, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Hamblen,Tennessee,12,1,4,0,7,"County: Hamblen, Tennessee<br>Total Accidents: 12<br>Critical: 1<br>High: 4<br>Medium: 7<br>Low: 0"
Hamilton,Florida,69,1,23,0,45,"County: Hamilton, Florida<br>Total Accidents: 69<br>Critical: 1<br>High: 23<br>Medium: 45<br>Low: 0"
Hamilton,Indiana,103,12,26,1,64,"County: Hamilton, Indiana<br>Total Accidents: 103<br>Critical: 12<br>High: 26<br>Medium: 64<br>Low: 1"
Hamilton,Iowa,20,2,5,0,13,"County: Hamilton, Iowa<br>Total Accidents: 20<br>Critical: 2<br>High: 5<br>Medium: 13<br>Low: 0"
Hamilton,Nebraska,3,0,0,0,3,"County: Hamilton, Nebraska<br>Total Accidents: 3<br>Critical: 0<br>High: 0<br>Medium: 3<br>Low: 0"
Hamilton,New York,2,0,0,0,2,"County: Hamilton, New York<br>Total Accidents: 2<br>Critical: 0<br>High: 0<br>Medium: 2<br>Low: 0"
Hamilton,Ohio,984,34,328,14,608,"County: Hamilton, Ohio<br>Total Accidents: 984<br>Critical: 34<br>High: 328<br>Medium: 608<br>Low: 14"
Hamilton,Tennessee,1384,19,157,9,1199,"County: Hamilton, Tennessee<br>Total Accidents: 1384<br>Critical: 19<br>High: 157<br>Medium: 1199<br>Low: 9"
Hampden,Massachusetts,64,1,17,1,45,"County: Hampden, Massachusetts<br>Total Accidents: 64<br>Critical: 1<br>High: 17<br>Medium: 45<br>Low: 1"
Hampshire,Massachusetts,20,0,5,0,15,"County: Hampshire, Massachusetts<br>Total Accidents: 20<br>Critical: 0<br>High: 5<br>Medium: 15<br>Low: 0"
Hampshire,West Virginia,1,0,0,0,1,"County: Hampshire, West Virginia<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Hampton,South Carolina,76,0,9,1,66,"County: Hampton, South Carolina<br>Total Accidents: 76<br>Critical: 0<br>High: 9<br>Medium: 66<br>Low: 1"
Hampton,Virginia,213,9,66,0,138,"County: Hampton, Virginia<br>Total Accidents: 213<br>Critical: 9<br>High: 66<br>Medium: 138<br>Low: 0"
Hampton (City),Virginia,56,3,4,1,48,"County: Hampton (City), Virginia<br>Total Accidents: 56<br>Critical: 3<br>High: 4<br>Medium: 48<br>Low: 1"
Hancock,Georgia,4,0,1,0,3,"County: Hancock, Georgia<br>Total Accidents: 4<br>Critical: 0<br>High: 1<br>Medium: 3<br>Low: 0"
Hancock,Indiana,67,6,15,1,45,"County: Hancock, Indiana<br>Total Accidents: 67<br>Critical: 6<br>High: 15<br>Medium: 45<br>Low: 1"
Hancock,Iowa,1,1,0,0,0,"County: Hancock, Iowa<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Hancock,Maine,4,0,0,0,4,"County: Hancock, Maine<br>Total Accidents: 4<br>Critical: 0<br>High: 0<br>Medium: 4<br>Low: 0"
Hancock,Mississippi,16,2,5,0,9,"County: Hancock, Mississippi<br>Total Accidents: 16<br>Critical: 2<br>High: 5<br>Medium: 9<br>Low: 0"
Hancock,Ohio,19,3,7,0,9,"County: Hancock, Ohio<br>Total Accidents: 19<br>Critical: 3<br>High: 7<br>Medium: 9<br>Low: 0"
Hanover,Virginia,284,4,52,1,227,"County: Hanover, Virginia<br>Total Accidents: 284<br>Critical: 4<br>High: 52<br>Medium: 227<br>Low: 1"
Hansford,Texas,1,0,0,0,1,"County: Hansford, Texas<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Hanson,South Dakota,1,1,0,0,0,"County: Hanson, South Dakota<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Haralson,Georgia,27,4,7,0,16,"County: Haralson, Georgia<br>Total Accidents: 27<br>Critical: 4<br>High: 7<br>Medium: 16<br>Low: 0"
Hardee,Florida,55,1,1,0,53,"County: Hardee, Florida<br>Total Accidents: 55<br>Critical: 1<br>High: 1<br>Medium: 53<br>Low: 0"
Hardeman,Tennessee,1,0,0,0,1,"County: Hardeman, Tennessee<br>Total Accidents: 1<br>Critical: 0<br>High: 0<br>Medium: 1<br>Low: 0"
Hardin,Iowa,3,0,1,0,2,"County: Hardin, Iowa<br>Total Accidents: 3<br>Critical: 0<br>High: 1<br>Medium: 2<br>Low: 0"
Hardin,Kentucky,23,1,2,0,20,"County: Hardin, Kentucky<br>Total Accidents: 23<br>Critical: 1<br>High: 2<br>Medium: 20<br>Low: 0"
Hardin,Tennessee,1,1,0,0,0,"County: Hardin, Tennessee<br>Total Accidents: 1<br>Critical: 1<br>High: 0<br>Medium: 0<br>Low: 0"
Harding,South Dakota,2,2,0,0,0,"County: Harding, South Dakota<br>Total Accidents: 2<br>Critical: 2<br>High: 0<br>Medium: 0<br>Low: 0"
